City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Fare,PF,2020-09-15 17:20:17,-16.7,-151.02,78.15,76,1,17.76
281,Misratah,LY,2020-09-15 17:20:17,32.38,15.09,80.06,70,76,19.91
282,Hong Gai,VN,2020-09-15 17:20:18,20.96,107.09,84.2,89,20,3.36
283,Sinnamary,GF,2020-09-15 17:20:19,5.38,-52.95,82.51,73,22,6.02
284,Kedrovyy,RU,2020-09-15 17:20:19,56.17,91.82,42.8,100,39,5.57
285,Kavaratti,IN,2020-09-15 17:20:20,10.57,72.64,81.88,81,32,17.6
286,Barrow,US,2020-09-15 17:20:20,71.29,-156.79,35.6,93,90,24.16
287,Chardara,KZ,2020-09-15 17:20:21,41.25,67.97,70.45,31,0,2.75
288,Manta,EC,2020-09-15 17:20:17,-0.95,-80.73,82.4,69,75,3.36
289,Shumerlya,RU,2020-09-15 17:20:21,55.5,46.41,47.53,84,14,8.05
290,Nemuro,JP,2020-09-15 17:20:22,43.32,145.57,64.11,82,100,13.42
291,Solnechnyy,RU,2020-09-15 17:15:25,50.72,136.63,51.75,89,69,4.12
292,Waterloo,CA,2020-09-15 17:16:13,43.47,-80.52,64.99,63,40,16.11
293,Grindavik,IS,2020-09-15 17:20:23,63.84,-22.43,46.4,81,75,9.17
294,Natal,BR,2020-09-15 17:20:25,-5.79,-35.21,86.0,51,20,21.92
295,Klaksvik,FO,2020-09-15 17:20:26,62.23,-6.59,49.59,82,49,3.18
296,Centralia,US,2020-09-15 17:16:13,46.72,-122.95,64.99,100,75,1.52
297,Mabaruma,GY,2020-09-15 17:20:26,8.2,-59.78,87.06,69,95,4.34
298,Obo,CF,2020-09-15 17:20:27,5.4,26.49,72.59,91,98,1.39
299,Ancud,CL,2020-09-15 17:20:27,-41.87,-73.82,43.0,82,100,5.99
300,Niquero,CU,2020-09-15 17:20:27,20.04,-77.58,85.84,71,100,3.49
301,Kropotkin,RU,2020-09-15 17:20:27,45.44,40.58,70.34,40,0,5.55
302,Hami,CN,2020-09-15 17:20:28,42.8,93.45,68.34,21,100,6.93
303,Koygorodok,RU,2020-09-15 17:20:28,60.45,51.0,43.77,96,94,6.69
304,Xinyu,CN,2020-09-15 17:20:29,27.8,114.93,71.29,95,98,4.59
305,Amapa,BR,2020-09-15 17:18:25,1.0,-52.0,92.82,40,37,4.18
306,Wajima,JP,2020-09-15 17:20:29,37.4,136.9,70.16,76,40,4.94
307,Cabo San Lucas,MX,2020-09-15 17:20:29,22.89,-109.91,89.01,66,5,2.24
308,San Isidro,PE,2020-09-15 17:20:30,-12.12,-77.05,62.6,77,90,5.82
309,Iberia,US,2020-09-15 17:20:30,29.95,-91.75,87.8,62,1,16.11
310,Vanimo,PG,2020-09-15 17:20:30,-2.67,141.3,78.93,78,100,4.03
311,Chase,CA,2020-09-15 17:20:31,50.82,-119.69,64.99,71,0,3.09
312,Meadow Lake,US,2020-09-15 17:20:31,34.8,-106.54,75.0,45,20,6.42
313,Ypsonas,CY,2020-09-15 17:20:31,34.69,32.96,82.4,78,0,11.41
314,Fort Nelson,CA,2020-09-15 17:20:31,58.81,-122.7,37.4,93,75,2.24
315,Lata,PT,2020-09-15 17:20:32,40.16,-8.33,82.0,60,67,4.0
316,Avera,US,2020-09-15 17:20:32,33.19,-82.53,75.2,83,90,9.17
317,Portland,US,2020-09-15 17:20:28,45.52,-122.68,68.0,72,90,4.7
318,Drexel Heights,US,2020-09-15 17:20:33,32.14,-111.03,91.0,27,1,9.17
319,Leningradskiy,RU,2020-09-15 17:20:33,69.38,178.42,39.02,92,100,11.07
320,Saint-Joseph,RE,2020-09-15 17:20:33,-21.37,55.62,68.0,60,75,8.05
321,Suozhen,CN,2020-09-15 17:20:34,36.95,118.1,66.99,93,27,7.11
322,Itoman,JP,2020-09-15 17:20:34,26.12,127.67,80.6,88,20,5.82
323,Kokopo,PG,2020-09-15 17:20:35,-4.35,152.26,78.12,82,99,8.43
324,Elverum,NO,2020-09-15 17:20:35,60.88,11.56,59.0,88,100,1.66
325,Jalpaiguri,IN,2020-09-15 17:17:12,26.52,88.73,78.28,81,98,3.15
326,Batagay-Alyta,RU,2020-09-15 17:20:35,67.8,130.41,38.48,82,92,5.06
327,Ruwi,OM,2020-09-15 17:20:36,23.6,58.55,91.4,55,51,3.36
328,Sinazongwe,ZM,2020-09-15 17:20:36,-17.26,27.46,82.08,34,12,4.59
329,Kuching,MY,2020-09-15 17:15:55,1.55,110.33,73.4,100,40,4.7
330,Xambioa,BR,2020-09-15 17:20:37,-6.41,-48.54,106.23,14,99,6.55
331,Andilamena,MG,2020-09-15 17:20:37,-17.02,48.58,59.7,87,37,9.91
332,Mitu,CO,2020-09-15 17:20:37,1.2,-70.17,72.3,99,100,2.3
333,Tocache,PE,2020-09-15 17:20:38,-8.18,-76.51,89.56,47,98,1.52
334,Vyartsilya,RU,2020-09-15 17:20:38,62.18,30.69,46.8,85,25,3.85
335,Birao,CF,2020-09-15 17:20:38,10.28,22.79,75.65,91,19,2.59
336,Maxixe,MZ,2020-09-15 17:20:39,-23.86,35.35,77.0,83,40,13.87
337,Llandrindod Wells,GB,2020-09-15 17:20:39,52.24,-3.38,72.0,66,98,1.01
338,Muros,ES,2020-09-15 17:20:39,42.78,-9.06,72.0,69,52,7.0
339,Egvekinot,RU,2020-09-15 17:20:39,66.32,-179.17,40.8,89,93,16.55
340,Herat,AF,2020-09-15 17:20:40,34.5,62.0,73.4,17,0,29.35
341,Colmar,FR,2020-09-15 17:20:40,48.08,7.37,86.0,33,0,4.7
342,Erenhot,CN,2020-09-15 17:20:40,43.65,111.98,51.13,47,13,16.42
343,Yelovo,RU,2020-09-15 17:20:41,57.05,54.92,45.84,86,90,9.48
344,Ravar,IR,2020-09-15 17:20:41,31.27,56.81,68.49,22,0,8.14
345,Alice Springs,AU,2020-09-15 17:20:41,-23.7,133.88,73.4,27,75,5.82
346,Det Udom,TH,2020-09-15 17:20:41,14.91,105.08,80.6,94,20,2.24
347,Mayo,US,2020-09-15 17:20:42,38.89,-76.51,66.99,55,1,8.05
348,Komsomolskiy,UZ,2020-09-15 17:20:42,40.43,71.72,68.0,40,0,4.7
349,Santa Lucia,ES,2020-09-15 17:20:42,27.91,-15.54,78.8,65,20,23.04
350,Adamas,GR,2020-09-15 17:20:43,36.73,24.43,77.0,65,0,10.29
351,Maningrida,AU,2020-09-15 17:20:43,-12.07,134.27,71.08,80,0,9.73
352,Bukama,CD,2020-09-15 17:20:43,-9.2,25.85,86.25,32,27,1.32
353,Tete,MZ,2020-09-15 17:20:44,-16.16,33.59,88.86,25,52,6.89
354,Meulaboh,ID,2020-09-15 17:20:44,4.14,96.13,77.32,84,99,4.05
355,Port Moresby,PG,2020-09-15 17:20:44,-9.44,147.18,77.0,88,75,16.11
356,Morant Bay,JM,2020-09-15 17:20:44,17.88,-76.41,91.4,63,20,11.41
357,Clarence Town,AU,2020-09-15 17:20:45,-32.58,151.78,62.01,93,0,4.7
358,Caruray,PH,2020-09-15 17:20:45,10.31,119.01,79.38,87,100,14.41
359,Umarkot,PK,2020-09-15 17:20:45,25.36,69.74,91.89,55,15,14.63
360,Pangody,RU,2020-09-15 17:20:45,65.85,74.49,53.94,76,97,15.35
361,Pasni,PK,2020-09-15 17:20:45,25.26,63.47,83.79,65,43,11.18
362,La Primavera,CO,2020-09-15 17:20:46,5.49,-70.41,89.92,57,47,4.45
363,Banda Aceh,ID,2020-09-15 17:20:46,5.56,95.32,80.08,75,74,11.07
364,Raudeberg,NO,2020-09-15 17:20:46,61.99,5.14,55.99,96,100,20.13
365,Katangli,RU,2020-09-15 17:20:47,51.71,143.23,50.9,87,100,8.57
366,Qaqortoq,GL,2020-09-15 17:20:47,60.72,-46.03,50.0,37,75,21.92
367,Abu Dhabi,AE,2020-09-15 17:20:47,24.47,54.37,93.2,63,40,5.82
368,Mount Isa,AU,2020-09-15 17:20:48,-20.73,139.5,66.2,37,0,3.36
369,Dingle,PH,2020-09-15 17:20:48,11.0,122.67,75.31,93,100,3.71
370,Hadishahr,AZ,2020-09-15 17:20:48,38.84,45.66,80.6,34,0,6.93
371,Fougeres,FR,2020-09-15 17:20:48,48.35,-1.2,82.4,45,52,11.41
372,Provideniya,RU,2020-09-15 17:20:49,64.38,-173.3,45.37,92,97,10.58
373,Norman Wells,CA,2020-09-15 17:18:42,65.28,-126.83,39.2,69,20,12.75
374,Iqaluit,CA,2020-09-15 17:17:11,63.75,-68.51,44.6,52,75,20.8
375,Nouakchott,MR,2020-09-15 17:20:49,18.09,-15.98,91.4,66,0,14.99
376,Alvorada,BR,2020-09-15 17:20:50,-12.48,-49.12,100.65,17,77,8.37
377,Rio Grande,BR,2020-09-15 17:20:50,-32.03,-52.1,59.74,65,100,13.42
378,Concarneau,FR,2020-09-15 17:20:51,47.88,-3.92,77.0,78,60,10.29
379,Broome,US,2020-09-15 17:20:51,42.25,-75.83,61.0,47,20,4.7
380,Sai Buri,TH,2020-09-15 17:20:51,6.7,101.62,79.25,81,100,7.45
381,Mlonggo,ID,2020-09-15 17:20:51,-6.53,110.7,77.99,74,44,4.23
382,Mareeba,AU,2020-09-15 17:20:52,-17.0,145.43,69.8,88,75,8.05
383,Longuenesse,FR,2020-09-15 17:20:52,50.73,2.24,80.01,63,60,1.01
384,Saint-Francois,FR,2020-09-15 17:20:52,46.42,3.91,89.6,31,10,5.82
385,Yele,CM,2020-09-15 17:20:53,10.73,13.59,71.2,92,74,4.07
386,Pontes E Lacerda,BR,2020-09-15 17:20:53,-15.23,-59.34,103.23,17,4,5.23
387,Katherine,AU,2020-09-15 17:20:54,-14.47,132.27,82.4,28,90,4.7
388,Russell,US,2020-09-15 17:20:54,32.35,-85.2,84.2,69,90,13.87
389,Sao Raimundo Das Mangabeiras,BR,2020-09-15 17:20:55,-7.02,-45.48,100.36,18,70,9.53
390,Cururupu,BR,2020-09-15 17:20:55,-1.83,-44.87,89.24,51,35,8.05
391,Zarand,IR,2020-09-15 17:20:55,30.81,56.56,60.03,28,0,5.28
392,Cabra,ES,2020-09-15 17:20:56,37.47,-4.44,87.01,36,0,4.0
393,Kenai,US,2020-09-15 17:19:55,60.55,-151.26,46.99,93,90,7.81
394,Sabang,ID,2020-09-15 17:20:56,5.89,95.32,83.16,74,77,16.31
395,Salinopolis,BR,2020-09-15 17:20:56,-0.61,-47.36,82.45,76,13,16.28
396,Batemans Bay,AU,2020-09-15 17:20:57,-35.72,150.18,50.0,97,11,1.99
397,Kaeo,NZ,2020-09-15 17:20:57,-35.1,173.78,50.0,3,20,5.99
398,Sibolga,ID,2020-09-15 17:20:57,1.74,98.78,76.48,80,91,3.71
399,Tahara,JP,2020-09-15 17:20:58,34.67,137.27,73.4,83,75,5.82
400,Menongue,AO,2020-09-15 17:20:58,-14.66,17.69,78.55,18,21,3.44
401,Popondetta,PG,2020-09-15 17:20:58,-8.75,148.25,72.82,91,36,2.42
402,Nueve De Julio,AR,2020-09-15 17:20:59,-35.44,-60.88,64.99,32,2,8.99
403,Argir,FO,2020-09-15 17:20:59,62.0,-6.77,49.78,84,50,6.13
404,Wahiawa,US,2020-09-15 17:20:59,21.5,-158.02,75.0,88,1,3.67
405,Port Blair,IN,2020-09-15 17:20:59,11.67,92.75,82.42,76,98,11.21
406,Lasa,IT,2020-09-15 17:21:00,46.62,10.7,68.0,77,5,3.36
407,Bubaque,GW,2020-09-15 17:21:00,11.28,-15.83,80.89,83,26,14.36
408,Almora,IN,2020-09-15 17:21:00,29.62,79.67,64.27,97,62,0.87
409,Petropavlovsk-Kamchatskiy,RU,2020-09-15 17:21:01,53.05,158.65,42.8,93,6,2.24
410,Arlit,NE,2020-09-15 17:21:01,18.74,7.39,106.12,8,22,21.74
411,Maceio,BR,2020-09-15 17:21:01,-9.67,-35.74,82.4,61,40,11.41
412,Vuktyl,RU,2020-09-15 17:21:01,63.86,57.31,45.9,94,100,1.72
413,Pangnirtung,CA,2020-09-15 17:21:02,66.15,-65.71,41.0,65,40,10.29
414,Makakilo City,US,2020-09-15 17:21:02,21.35,-158.09,75.2,83,1,3.36
415,Namibe,AO,2020-09-15 17:17:09,-15.2,12.15,65.14,77,10,10.65
416,Havre-Saint-Pierre,CA,2020-09-15 17:21:03,50.23,-63.6,53.6,58,1,23.04
417,Bahia Honda,CU,2020-09-15 17:21:03,22.9,-83.16,86.67,71,92,6.2
418,Tahta,EG,2020-09-15 17:21:03,26.77,31.5,93.2,18,0,6.93
419,Basco,PH,2020-09-15 17:21:03,20.45,121.97,84.54,79,77,14.74
420,Koslan,RU,2020-09-15 17:21:04,63.46,48.9,45.37,92,98,6.46
421,Cap Malheureux,MU,2020-09-15 17:21:04,-19.98,57.61,64.0,75,12,5.99
422,Vardo,NO,2020-09-15 17:21:04,70.37,31.11,42.8,87,20,2.24
423,Halvad,IN,2020-09-15 17:21:04,23.02,71.18,84.2,80,86,11.32
424,Yerbogachen,RU,2020-09-15 17:21:05,61.28,108.01,43.34,84,3,1.05
425,Puteyets,RU,2020-09-15 17:21:05,65.17,57.09,45.28,93,72,2.57
426,Zahir Pir,PK,2020-09-15 17:21:05,28.81,70.52,90.36,42,87,9.55
427,Wittingen,DE,2020-09-15 17:21:06,52.73,10.74,84.2,37,75,4.7
428,Kisangani,CD,2020-09-15 17:21:06,0.52,25.2,75.61,79,18,2.01
429,Westonaria,ZA,2020-09-15 17:21:06,-26.32,27.65,70.0,37,76,10.6
430,Nantucket,US,2020-09-15 17:21:06,41.28,-70.1,64.4,52,20,16.11
431,Guerrero Negro,MX,2020-09-15 17:21:07,27.98,-114.06,83.48,38,0,8.95
432,Jumla,NP,2020-09-15 17:21:07,29.27,82.18,61.14,69,96,1.12
433,Ambon,ID,2020-09-15 17:21:07,-3.7,128.18,73.4,94,40,6.93
434,Nichinan,JP,2020-09-15 17:21:07,31.6,131.37,73.0,94,99,3.0
435,Virginia Beach,US,2020-09-15 17:17:49,36.85,-75.98,73.99,77,35,3.0
436,Beberibe,BR,2020-09-15 17:21:08,-4.18,-38.13,87.8,48,20,23.04
437,Nyurba,RU,2020-09-15 17:21:08,63.28,118.33,42.98,91,23,1.66
438,Vestmanna,FO,2020-09-15 17:21:09,62.16,-7.17,48.27,86,55,5.08
439,Kysyl-Syr,RU,2020-09-15 17:21:09,63.9,122.76,42.58,94,64,4.38
440,Osvaldo Cruz,BR,2020-09-15 17:21:09,-21.8,-50.88,86.0,30,0,16.11
441,Eyl,SO,2020-09-15 17:21:09,7.98,49.82,78.96,76,9,27.78
442,Korla,CN,2020-09-15 17:21:09,41.76,86.15,71.01,65,80,3.0
443,Galveston,US,2020-09-15 17:18:25,29.37,-94.97,90.0,66,1,13.87
444,Mazatlan,MX,2020-09-15 17:18:11,23.22,-106.42,87.01,79,75,0.4
445,Innisfail,AU,2020-09-15 17:21:10,-17.53,146.03,68.02,88,57,5.32
446,Pacific Grove,US,2020-09-15 17:18:44,36.62,-121.92,62.01,77,20,4.14
447,Beatrice,US,2020-09-15 17:21:10,40.27,-96.75,73.4,64,1,14.99
448,La Ronge,CA,2020-09-15 17:21:11,55.1,-105.28,46.4,81,90,9.17
449,Port Shepstone,ZA,2020-09-15 17:21:11,-30.74,30.45,60.98,78,100,4.32
450,Novyy Urengoy,RU,2020-09-15 17:21:11,66.08,76.63,53.85,77,99,13.4
451,Woodstock,CA,2020-09-15 17:21:11,43.13,-80.75,64.99,68,75,14.99
452,Moose Factory,CA,2020-09-15 17:21:01,51.26,-80.61,55.4,62,40,6.93
453,Okhotsk,RU,2020-09-15 17:21:12,59.38,143.3,49.84,57,43,12.17
454,Bonavista,CA,2020-09-15 17:21:12,48.65,-53.11,55.8,56,1,15.52
455,Senanga,ZM,2020-09-15 17:21:12,-16.12,23.27,79.92,15,0,5.06
456,Knyaze-Volkonskoye,RU,2020-09-15 17:21:12,48.46,135.46,59.0,87,40,4.38
457,La Roda,ES,2020-09-15 17:18:02,39.22,-2.15,84.2,30,31,8.05
458,Letovice,CZ,2020-09-15 17:21:13,49.55,16.57,73.0,63,9,4.27
459,Echirolles,FR,2020-09-15 17:21:13,45.13,5.72,84.2,35,58,8.05
460,Aripuana,BR,2020-09-15 17:21:13,-9.17,-60.63,108.28,10,43,4.83
461,Charlotte,US,2020-09-15 17:21:13,35.23,-80.84,77.0,53,40,9.17
462,Caramay,PH,2020-09-15 17:21:14,10.18,119.24,78.78,85,100,5.28
463,Kloulklubed,PW,2020-09-15 17:21:14,7.04,134.26,78.8,88,75,10.31
464,Flinders,AU,2020-09-15 17:21:14,-34.58,150.86,61.0,86,1,1.01
465,Bang Lamung,TH,2020-09-15 17:21:15,13.05,100.93,86.0,61,100,9.73
466,Ormond Beach,US,2020-09-15 17:20:32,29.29,-81.06,86.0,83,75,3.36
467,Nkhata Bay,MW,2020-09-15 17:21:15,-11.61,34.29,76.26,65,7,5.3
468,Valparaiso,CL,2020-09-15 17:21:16,-33.04,-71.63,54.0,81,90,6.93
469,Chumikan,RU,2020-09-15 17:21:16,54.72,135.31,53.98,93,100,2.86
470,Outlook,CA,2020-09-15 17:21:16,51.5,-107.05,53.01,69,96,1.01
471,Beyneu,KZ,2020-09-15 17:21:16,45.32,55.2,62.78,44,2,13.96
472,Hastings,GB,2020-09-15 17:21:16,50.86,0.57,75.0,83,82,10.29
473,Kaliua,TZ,2020-09-15 17:21:17,-5.06,31.79,79.47,31,58,4.23
474,San Policarpo,PH,2020-09-15 17:21:17,12.18,125.51,81.5,81,100,8.32
475,Nome,US,2020-09-15 17:21:17,64.5,-165.41,50.0,93,90,17.22
476,Atar,MR,2020-09-15 17:21:10,20.52,-13.05,108.77,10,40,2.57
477,Isilkul,RU,2020-09-15 17:21:18,54.91,71.27,55.08,85,100,9.57
478,Tessalit,ML,2020-09-15 17:21:18,20.2,1.01,106.57,9,69,6.64
479,Fort-Shevchenko,KZ,2020-09-15 17:21:18,44.51,50.26,68.09,53,5,11.21
480,Minab,IR,2020-09-15 17:21:19,27.15,57.08,93.2,23,0,4.7
481,Luderitz,NA,2020-09-15 17:21:16,-26.65,15.16,57.87,67,0,22.3
482,Abu Kamal,SY,2020-09-15 17:21:19,34.45,40.92,92.35,18,0,6.42
483,Kalamare,BW,2020-09-15 17:21:19,-22.93,26.57,75.04,18,46,7.11
484,Sungaipenuh,ID,2020-09-15 17:21:19,-2.08,101.38,65.71,91,100,0.65
485,Bilibino,RU,2020-09-15 17:21:20,68.05,166.44,34.61,88,98,0.87
486,Shitanjing,CN,2020-09-15 17:21:20,39.23,106.34,54.48,39,0,1.61
487,Athabasca,CA,2020-09-15 17:17:17,54.72,-113.29,46.53,85,95,9.46
488,Kyzyl-Suu,KG,2020-09-15 17:21:20,42.34,78.0,55.38,42,0,7.61
489,Malakal,SS,2020-09-15 17:21:21,9.53,31.66,76.46,84,94,3.13
490,Howard Springs,AU,2020-09-15 17:21:21,-12.5,131.05,78.8,74,90,3.18
491,Arkhipo-Osipovka,RU,2020-09-15 17:21:21,44.37,38.52,72.45,49,0,13.94
492,Dengfeng,CN,2020-09-15 17:21:21,34.46,113.03,73.0,99,0,2.13
493,Leeton,AU,2020-09-15 17:21:22,-34.57,146.4,39.2,100,0,3.36
494,Vangaindrano,MG,2020-09-15 17:21:22,-23.35,47.6,69.71,83,74,11.92
495,Waitati,NZ,2020-09-15 17:21:22,-45.75,170.57,45.0,56,13,15.01
496,Sorland,NO,2020-09-15 17:21:22,67.67,12.69,46.4,87,75,5.82
497,Abilene,US,2020-09-15 17:21:23,32.45,-99.73,75.99,73,20,6.93
498,Tondon,GN,2020-09-15 17:21:23,10.37,-13.35,81.68,85,85,4.81
499,Cabedelo,BR,2020-09-15 17:21:23,-6.98,-34.83,84.2,66,40,14.99
500,Belaya Gora,RU,2020-09-15 17:21:23,68.53,146.42,45.45,81,98,5.35
501,Zambezi,ZM,2020-09-15 17:21:23,-13.54,23.1,80.96,24,44,5.61
502,Matay,EG,2020-09-15 17:21:24,28.42,30.78,87.44,25,0,9.84
503,Mirnyy,RU,2020-09-15 17:21:24,62.54,113.96,42.8,75,0,4.47
504,Wattegama,LK,2020-09-15 17:21:22,6.8,81.48,79.75,72,98,7.63
505,Hollins,US,2020-09-15 17:21:24,37.34,-79.94,68.0,55,90,5.82
506,Akita,JP,2020-09-15 17:17:57,39.72,140.12,67.42,85,85,6.53
507,Mugur-Aksy,RU,2020-09-15 17:21:25,50.35,90.5,39.09,68,29,2.82
508,Nokaneng,BW,2020-09-15 17:21:25,-19.67,22.27,79.86,15,0,1.97
509,Marathon,US,2020-09-15 17:19:54,44.9,-89.77,71.6,68,1,16.11
510,Umea,SE,2020-09-15 17:21:22,63.83,20.26,53.01,81,84,6.93
511,Boa Esperanca,BR,2020-09-15 17:21:26,-21.09,-45.57,87.89,27,4,10.2
512,Igbo Ora,NG,2020-09-15 17:21:26,7.43,3.28,77.68,89,86,6.67
513,Mantua,IT,2020-09-15 17:21:26,45.17,10.78,82.4,42,31,3.36
514,Illela,NG,2020-09-15 17:21:26,13.73,5.3,97.43,35,54,1.77
515,Kelo,TD,2020-09-15 17:21:27,9.31,15.81,76.35,92,63,4.65
516,Monte Patria,CL,2020-09-15 17:21:27,-30.69,-70.95,69.44,42,46,6.62
517,Usinsk,RU,2020-09-15 17:21:27,65.99,57.53,44.64,92,38,6.78
518,Lander,US,2020-09-15 17:21:27,42.83,-108.73,75.99,25,1,4.7
519,Kalmunai,LK,2020-09-15 17:21:28,7.42,81.82,82.81,72,90,3.8
520,Charagua,BO,2020-09-15 17:21:28,-19.8,-63.22,78.8,36,92,5.82
521,Aksu,CN,2020-09-15 17:21:28,41.12,80.26,68.47,33,8,7.45
522,Damietta,EG,2020-09-15 17:21:28,31.42,31.81,82.4,74,0,11.41
523,Kahului,US,2020-09-15 17:21:29,20.89,-156.47,75.99,68,20,8.03
524,Megion,RU,2020-09-15 17:21:29,61.03,76.11,57.2,67,58,11.18
525,Kieta,PG,2020-09-15 17:21:29,-6.22,155.63,74.89,88,100,11.16
526,Karatuzskoye,RU,2020-09-15 17:21:29,53.61,92.87,46.02,86,0,1.7
527,Hovd,MN,2020-09-15 17:21:30,48.01,91.64,49.37,47,22,1.05
528,Rewari,IN,2020-09-15 17:21:30,28.18,76.62,90.0,66,40,4.34
529,Constitucion,CL,2020-09-15 17:21:30,-35.33,-72.42,56.37,76,99,7.85
530,Luau,AO,2020-09-15 17:21:31,-10.71,22.22,79.11,44,52,4.41
531,Campechuela,CU,2020-09-15 17:21:31,20.23,-77.28,86.07,69,100,2.82
532,Colares,PT,2020-09-15 17:21:31,38.8,-9.45,75.2,60,20,8.05
533,Goure,NE,2020-09-15 17:21:31,13.98,10.27,89.01,54,84,14.2
534,Morro Bay,US,2020-09-15 17:21:32,35.37,-120.85,73.99,52,1,3.69
535,Nizwa,OM,2020-09-15 17:21:32,22.93,57.53,88.36,23,89,9.17
536,Omsukchan,RU,2020-09-15 17:21:32,62.53,155.8,34.38,88,96,2.89
537,Chifeng,CN,2020-09-15 17:21:32,42.27,118.96,51.42,84,21,7.61
538,Hueyotlipan,MX,2020-09-15 17:21:33,18.9,-97.85,68.0,56,75,5.82
539,Zabol,AF,2020-09-15 17:21:33,32.25,67.25,62.33,27,0,5.28
540,Rio Gallegos,AR,2020-09-15 17:21:33,-51.62,-69.22,42.8,41,40,27.51
541,Zacamulpa,MX,2020-09-15 17:21:33,19.36,-99.33,69.8,55,75,6.93
542,Jardim,BR,2020-09-15 17:21:34,-21.48,-56.14,99.82,17,27,7.52
543,Lapua,FI,2020-09-15 17:21:34,62.97,23.01,48.0,90,30,1.7
544,Mana,GF,2020-09-15 17:21:34,5.66,-53.78,83.07,70,18,6.53
545,Windhoek,NA,2020-09-15 17:20:53,-22.56,17.08,68.0,8,0,11.03
546,Jermuk,AM,2020-09-15 17:21:35,39.84,45.67,56.61,66,10,4.43
547,Tadine,NC,2020-09-15 17:21:35,-21.55,167.88,67.93,73,59,15.57
548,Mackay,AU,2020-09-15 17:21:35,-21.15,149.2,69.8,83,75,16.11
549,Zhongshu,CN,2020-09-15 17:21:36,24.52,103.77,63.41,93,100,2.68
550,Saint-Georges,GD,2020-09-15 17:21:36,12.06,-61.75,91.4,63,20,6.93
551,Puerto Escondido,MX,2020-09-15 17:21:36,15.85,-97.07,86.0,62,40,4.7
552,Akcaabat,TR,2020-09-15 17:21:36,41.02,39.57,77.0,73,75,10.29
553,Khorixas,NA,2020-09-15 17:21:37,-20.37,14.97,64.54,26,0,13.22
554,Taoudenni,ML,2020-09-15 17:21:05,22.68,-3.98,112.46,7,19,19.24
555,Urucara,BR,2020-09-15 17:21:37,-2.54,-57.76,101.46,27,39,5.21
556,Verkhovazhye,RU,2020-09-15 17:21:37,60.75,42.05,44.28,94,36,6.08
557,Khani,GE,2020-09-15 17:21:38,41.96,42.96,73.4,94,75,6.93
558,Denpasar,ID,2020-09-15 17:21:17,-8.65,115.22,78.8,100,40,3.36
559,Salalah,OM,2020-09-15 17:21:38,17.02,54.09,82.4,83,75,5.82
560,Skjervoy,NO,2020-09-15 17:21:38,70.03,20.97,48.2,87,75,6.93
